name,fips,mi2
"Orangeburg, SC",45075,1127.83
"Jones, SD",46075,971.75
"Haywood, TN",47075,534.19
"Van Buren, TN",47175,274.61
"Childress, TX",48075,713.66
"Goliad, TX",48175,859.43
"Knox, TX",48275,855.5
"Potter, TX",48375,922.06
"Ward, TX",48475,835.81
"Goochland, VA",51075,290.01
"Southampton, VA",51175,603.07
"Salem, VA",51775,14.55
"Whitman, WA",53075,2177.61
"Pocahontas, WV",54075,941.9
"Marinette, WI",55075,1550.26
"Lauderdale, AL",1077,718.84
"Lee, AR",5077,619.5
"San Joaquin, CA",6077,1426.37
"Mesa, CO",8077,3341.28
"Liberty, FL",12077,843.22
"Coweta, GA",13077,446.01
"Lee, GA",13177,362.03
"Tift, GA",13277,268.88
"Power, ID",16077,1442.69
"Jackson, IL",17077,602.54
"Stephenson, IL",17177,564.78
"Jefferson, IN",18077,362.97
"Wayne, IN",18177,404.38
"Guthrie, IA",19077,593.09
"Van Buren, IA",19177,490.59
"Harper, KS",20077,803
"Shawnee, KS",20177,556.35
"Gallatin, KY",21077,104.68
"Muhlenberg, KY",21177,479.47
"Pointe Coupee, LA",22077,590.74
"Kalamazoo, MI",26077,580.23
"Lake of the Woods, MN",27077,1775.08
"Lawrence, MS",28077,435.76
"Greene, MO",29077,677.84
"Ray, MO",29177,573.62
"Powell, MT",30077,2332.71
"Greeley, NE",31077,570.74
"Washington, NE",31177,393.79
"Otsego, NY",36077,1015.24
"Granville, NC",37077,536.6
"Tyrrell, NC",37177,600.32
"Richland, ND",38077,1445.8
"Huron, OH",39077,494.94
"Latimer, OK",40077,729.16
"Lehigh, PA",42077,348.33
"Pickens, SC",45077,511.87
"Kingsbury, SD",46077,863.73
"Henderson, TN",47077,525.95
"Warren, TN",47177,434.12
"Clay, TX",48077,1116.23
"Gonzales, TX",48177,1069.91
"Lamar, TX",48277,932.53
"Presidio, TX",48377,3856.54
"Washington, TX",48477,621.4
"Grayson, VA",51077,445.93
"Spotsylvania, VA",51177,412.3
"Yakima, WA",53077,4311.78
"Preston, WV",54077,651.45
"Marquette, WI",55077,464.46
"Lexington, VA",51678,2.49
"Menominee, WI",55078,365.02
"Lawrence, AL",1079,718.13
"Lincoln, AR",5079,572.21
"San Luis Obispo, CA",6079,3615.73
"Mineral, CO",8079,877.82
"Madison, FL",12079,715.89
"Crawford, GA",13079,326.48
"Liberty, GA",13179,602.58
"Toombs, GA",13279,368.67
"Shoshone, ID",16079,2635.6
"Jasper, IL",17079,498.06
"Tazewell, IL",17179,657.94
"Jennings, IN",18079,378.38
"Wells, IN",18179,370.43
"Hamilton, IA",19079,577.47
"Wapello, IA",19179,436.02
"Harvey, KS",20079,540.54
"Sheridan, KS",20179,896.66
"Garrard, KY",21079,233.89
"Nelson, KY",21179,424.1
"Rapides, LA",22079,1362.04
"Kalkaska, MI",26079,570.79
"Le Sueur, MN",27079,473.9
"Leake, MS",28079,585.43
"Grundy, MO",29079,438.01
"Reynolds, MO",29179,814.47
"Prairie, MT",30079,1742.61
"Hall, NE",31079,552.25
"Wayne, NE",31179,443.52
"Putnam, NY",36079,246.27
"Greene, NC",37079,265.91
"Union, NC",37179,639.64
"Rolette, ND",38079,939.4
"Jackson, OH",39079,421.52
"Le Flore, OK",40079,1608.14
"Luzerne, PA",42079,907.14
"Richland, SC",45079,771.74
"Lake, SD",46079,575.1
"Henry, TN",47079,593.49
"Washington, TN",47179,329.71
"Cochran, TX",48079,775.34
"Gray, TX",48179,929.3
"Lamb, TX",48279,1017.8
"Rains, TX",48379,258.89
"Webb, TX",48479,3375.67
"Greene, VA",51079,156.98
"Stafford, VA",51179,279.55
"Putnam, WV",54079,350.42
"Milwaukee, WI",55079,1189.8
"Nome, AK",2180,28276.17
"Covington, VA",51580,4.44
"Lynchburg, VA",51680,49.77
"South Boston, VA",51780,5.55
"Lee, AL",1081,615.61
"Little River, AR",5081,564.9
"San Mateo, CA",6081,741.07
"Moffat, CO",8081,4751.21
"Manatee, FL",12081,892.84
"Crisp, GA",13081,281.21
"Lincoln, GA",13181,257.31
"Towns, GA",13281,171.87
"Teton, ID",16081,450.6
"Jefferson, IL",17081,583.74
"Union, IL",17181,422.15
"Johnson, IN",18081,321.58
"White, IN",18181,508.82
"Hancock, IA",19081,573.18
"Warren, IA",19181,573.24
"Haskell, KS",20081,577.75
"Sherman, KS",20181,1056.08
"Grant, KY",21081,260.75
"Nicholas, KY",21181,196.86
"Red River, LA",22081,402.1
"Kent, MI",26081,872.21
"Lincoln, MN",27081,548.47
"Lee, MS",28081,453.17
"Harrison, MO",29081,726.5
"Ripley, MO",29181,631.71
"Ravalli, MT",30081,2400.39
"Hamilton, NE",31081,546.76
"Webster, NE",31181,575.04
"Queens, NY",36081,177.35
"Guilford, NC",37081,657.73
"Vance, NC",37181,269.85
"Sargent, ND",38081,867.15
"Jefferson, OH",39081,410.89
"Lincoln, OK",40081,965.68
"Lycoming, PA",42081,1243.84
"Saluda, SC",45081,460.64
"Lawrence, SD",46081,800.34
"Hickman, TN",47081,612.75
"Wayne, TN",47181,735.65
"Coke, TX",48081,928.07
"Grayson, TX",48181,979.25
"Lampasas, TX",48281,714.02
"Randall, TX",48381,922.49
"Wharton, TX",48481,1094.51
"Greensville, VA",51081,296.83
"Surry, VA",51181,310.32
"Raleigh, WV",54081,609.38
"Monroe, WI",55081,908.47
"Yakutat, AK",2282,0
"Limestone, AL",1083,607.12
"Logan, AR",5083,731.55
"Santa Barbara, CA",6083,3789.56
"Montezuma, CO",8083,2040.08
"Marion, FL",12083,1663.1
"Dade, GA",13083,174.1
"Long, GA",13183,403.53
"Treutlen, GA",13283,202.22
"Twin Falls, ID",16083,1928.57
"Jersey, IL",17083,377.05
"Vermilion, IL",17183,902.18
"Knox, IN",18083,524.08
"Whitley, IN",18183,337.91
"Hardin, IA",19083,569.99
"Washington, IA",19183,570.81
"Hodgeman, KS",20083,860.29
"Smith, KS",20183,896.56
"Graves, KY",21083,556.5
"Ohio, KY",21183,596.75
"Richland, LA",22083,564.55
"Keweenaw, MI",26083,6060.49
"Lyon, MN",27083,721.49
"Leflore, MS",28083,606.4
"Henry, MO",29083,732.61
"St. Charles, MO",29183,593.54
"Richland, MT",30083,2103.08
"Harlan, NE",31083,574.2
"Wheeler, NE",31183,575.61
"Rensselaer, NY",36083,665.46
"Halifax, NC",37083,730.97
"Wake, NC",37183,857.5
"Sheridan, ND",38083,1005.83
"Knox, OH",39083,529.56
"Logan, OK",40083,748.98
"McKean, PA",42083,984.22
"Spartanburg, SC",45083,819.21
"Lincoln, SD",46083,578.64
"Houston, TN",47083,206.94
"Weakley, TN",47183,581.85
"Coleman, TX",48083,1281.55
"Gregg, TX",48183,276.41
"La Salle, TX",48283,1494.36
"Reagan, TX",48383,1176.09
"Wheeler, TX",48483,915.39
"Halifax, VA",51083,824.05
"Sussex, VA",51183,492.86
"Manassas, VA",51683,10.03
"Randolph, WV",54083,1040
"Oconto, WI",55083,1149.18
"Lowndes, AL",1085,725.09
"North Slope, AK",2185,93823.1
"Lonoke, AR",5085,802.48
"Santa Clara, CA",6085,1304.53
"Montrose, CO",8085,2242.71
"Martin, FL",12085,752.86
"Dawson, GA",13085,213.95
"Lowndes, GA",13185,510.66
"Troup, GA",13285,445.99
"Valley, ID",16085,3733.85
"Jo Daviess, IL",17085,618.79
"Wabash, IL",17185,227.78
"Kosciusko, IN",18085,554.36
"Harrison, IA",19085,700.99
"Wayne, IA",19185,527.12
"Jackson, KS",20085,657.9
"Stafford, KS",20185,794.77
"Grayson, KY",21085,510.86
"Oldham, KY",21185,196.56
"Sabine, LA",22085,1011.59
"Lake, MI",26085,574.64
"McLeod, MN",27085,505.7
"Lincoln, MS",28085,588.22
"Hickory, MO",29085,411.77
"St. Clair, MO",29185,701.95
"Roosevelt, MT",30085,2369.7
"Hayes, NE",31085,713.37
"York, NE",31185,576.04
"Richmond, NY",36085,102.62
"Harnett, NC",37085,601.3
"Warren, NC",37185,443.83
"Sioux, ND",38085,1128.37
"Lake, OH",39085,979.02
"Love, OK",40085,531.99
"Mercer, PA",42085,682.62
"Sumter, SC",45085,682.08
"Lyman, SD",46085,1707.18
"Humphreys, TN",47085,556.75
"White, TN",47185,379.55
"Collin, TX",48085,885.91
"Grimes, TX",48185,801.27
"Lavaca, TX",48285,970.44
"Real, TX",48385,700.09
"Wichita, TX",48485,633.04
"Hanover, VA",51085,474.11
"Tazewell, VA",51185,519.91
"Manassas Park, VA",51685,1.83
"Ritchie, WV",54085,453.61
"Oneida, WI",55085,1236.11
"Miami-Dade, FL",12086,2429.59
"Ste. Genevieve, MO",29186,508.96
"Macon, AL",1087,613.29
"Madison, AR",5087,837.13
"Santa Cruz, CA",6087,607.72
"Morgan, CO",8087,1293.97
"Monroe, FL",12087,3737.42
"Decatur, GA",13087,623.2
"Lumpkin, GA",13187,284.89
"Turner, GA",13287,289.87
"Washington, ID",16087,1473.6
"Johnson, IL",17087,348.89
"Warren, IL",17187,543.21
"LaGrange, IN",18087,386.73
"Henry, IA",19087,436.71
"Webster, IA",19187,718.1
"Jefferson, KS",20087,556.98
"Stanton, KS",20187,680.12
"Green, KY",21087,288.8
"Owen, KY",21187,354.18
"St. Bernard, LA",22087,1793.84
"Lapeer, MI",26087,663.12
"Mahnomen, MN",27087,583.02
"Lowndes, MS",28087,516.48
"Holt, MO",29087,469.09
"St. Francois, MO",29187,452.43
"Rosebud, MT",30087,5026.96
"Hitchcock, NE",31087,718.62
"Rockland, NY",36087,199.36
"Haywood, NC",37087,554.85
"Washington, NC",37187,424.26
"Slope, ND",38087,1219.27
"Lawrence, OH",39087,457.3
"McClain, OK",40087,580.18
"Mifflin, PA",42087,413.46
"Union, SC",45087,515.96
"McCook, SD",46087,577.21
"Jackson, TN",47087,319.57
"Williamson, TN",47187,583.67
"Collingsworth, TX",48087,919.48
"Guadalupe, TX",48187,714.23
"Lee, TX",48287,634.09
"Red River, TX",48387,1057.67
"Wilbarger, TX",48487,978.16
"Henrico, VA",51087,243.22
"Warren, VA",51187,216.35
"Roane, WV",54087,483.8
"Outagamie, WI",55087,644.46
"Northwest Arctic, AK",2188,40660.96
"Madison, AL",1089,812.89
"Marion, AR",5089,640.38
"Shasta, CA",6089,3847.61
"Otero, CO",8089,1269.81
"Nassau, FL",12089,725.9
"DeKalb, GA",13089,270.94
"McDuffie, GA",13189,266.32
"Twiggs, GA",13289,362.92
"Kane, IL",17089,524.12
"Washington, IL",17189,564.15
"Lake, IN",18089,626.38
"Howard, IA",19089,473.8
"Winnebago, IA",19189,401.59
"Jewell, KS",20089,914.51
"Stevens, KS",20189,727.78
"Greenup, KY",21089,354.53
"Owsley, KY",21189,198.1
"St. Charles, LA",22089,410.18
"Leelanau, MI",26089,2533.36
"Marshall, MN",27089,1812.83
"Madison, MS",28089,742.03
"Howard, MO",29089,470.58
"St. Louis, MO",29189,523.61
"Sanders, MT",30089,2790.18
"Holt, NE",31089,2417.8
"St. Lawrence, NY",36089,2821.61
"Henderson, NC",37089,374.85
"Watauga, NC",37189,312.76
"Stark, ND",38089,1340.55
"Licking, OH",39089,688.39
"McCurtain, OK",40089,1901.45
"Monroe, PA",42089,616.05
"Williamsburg, SC",45089,936.97
"McPherson, SD",46089,1151.92
"Jefferson, TN",47089,314.34
"Wilson, TN",47189,583.27
"Colorado, TX",48089,973.68
"Hale, TX",48189,1004.86
"Leon, TX",48289,1080.47
"Reeves, TX",48389,2642.13
"Willacy, TX",48489,784.27
"Henry, VA",51089,384.41
"Summers, WV",54089,367.73
"Ozaukee, WI",55089,1116.3
"Fairbanks North Star, AK",2090,7443.68
"Yukon-Koyukuk, AK",2290,158995.95
"Danville, VA",51590,43.94
"Martinsville, VA",51690,11.01
"Staunton, VA",51790,19.76
"Marengo, AL",1091,982.92
"Miller, AR",5091,637.53
"Sierra, CA",6091,962.03
"Ouray, CO",8091,542.26
"Okaloosa, FL",12091,1082.09
"Dodge, GA",13091,503.2
"McIntosh, GA",13191,574.76
"Union, GA",13291,329.19
"Kankakee, IL",17091,681.49
"Wayne, IL",17191,715.6
"LaPorte, IN",18091,613.09
"Humboldt, IA",19091,435.75
"Winneshiek, IA",19191,689.93
"Johnson, KS",20091,480.18
"Sumner, KS",20191,1184.86
"Hancock, KY",21091,198.93
"Pendleton, KY",21191,281.37
"St. Helena, LA",22091,409.49
"Lenawee, MI",26091,761.38
"Martin, MN",27091,729.59
"Marion, MS",28091,548.61
"Howell, MO",29091,928.39
"Sheridan, MT",30091,1706.38
"Hooker, NE",31091,721.54
"Saratoga, NY",36091,843.78
"Hertford, NC",37091,360.83
"Wayne, NC",37191,556.72
"Steele, ND",38091,715.54
"Logan, OH",39091,466.81
"McIntosh, OK",40091,712.49
"Montgomery, PA",42091,487.47
"York, SC",45091,695.77
"Marshall, SD",46091,885.67
"Johnson, TN",47091,302.76
"Comal, TX",48091,574.65
"Hall, TX",48191,904.13
"Liberty, TX",48291,1176.33
"Refugio, TX",48391,818.72
"Williamson, TX",48491,1136.5
"Highland, VA",51091,415.88
"Washington, VA",51191,567.59
"Taylor, WV",54091,175.7
"Pepin, WI",55091,248.7
"Marion, AL",1093,743.62
"Mississippi, AR",5093,919.8
"Siskiyou, CA",6093,6347.81
"Park, CO",8093,2210.82
"Okeechobee, FL",12093,891.98
"Dooly, GA",13093,397.15
"Macon, GA",13193,405.99
"Upson, GA",13293,327.67
"Kendall, IL",17093,322.69
"White, IL",17193,501.72
"Lawrence, IN",18093,452.1
"Ida, IA",19093,432.26
"Woodbury, IA",19193,877.43
"Kearny, KS",20093,871.57
"Thomas, KS",20193,1074.97
"Hardin, KY",21093,629.89
"Perry, KY",21193,342.64
"St. James, LA",22093,257.81
"Livingston, MI",26093,585.46
"Meeker, MN",27093,645.11
"Marshall, MS",28093,709.86
"Iron, MO",29093,552.09
"Silver Bow, MT",30093,718.99
"Howard, NE",31093,575.77
"Schenectady, NY",36093,209.64
"Hoke, NC",37093,392.37
"Wilkes, NC",37193,759.96
"Stutsman, ND",38093,2298.36
"Lorain, OH",39093,923.09
"Major, OK",40093,957.92
"Montour, PA",42093,132.3
"Meade, SD",46093,3482.67
"Knox, TN",47093,525.81
"Comanche, TX",48093,947.74
"Hamilton, TX",48193,836.45
"Limestone, TX",48293,933.22
"Roberts, TX",48393,924.25
"Wilson, TX",48493,808.64
"Isle of Wight, VA",51093,362.79
"Westmoreland, VA",51193,252.65
"Tucker, WV",54093,421.13
"Pierce, WI",55093,591.62
"Marshall, AL",1095,623.21
"Petersburg, AK",2195,8973.77
"Monroe, AR",5095,621.46
"Solano, CA",6095,906.85
"Phillips, CO",8095,687.78
"Orange, FL",12095,1004.31
"Dougherty, GA",13095,334.67
"Madison, GA",13195,285.6
"Walker, GA",13295,446.74
"Knox, IL",17095,719.74
"Whiteside, IL",17195,697.06
"Madison, IN",18095,452.94
"Iowa, IA",19095,587.39
"Worth, IA",19195,401.73
"Kingman, KS",20095,866.75
"Trego, KS",20195,899.09
"Harlan, KY",21095,467.98
"Pike, KY",21195,788.89
"St. John the Baptist, LA",22095,347.86
"Luce, MI",26095,1911.9
"Mille Lacs, MN",27095,681.8
"Monroe, MS",28095,772.1
"Jackson, MO",29095,616.16
"Saline, MO",29195,764.62
"Stillwater, MT",30095,1804.71
"Jefferson, NE",31095,575.53
"Schoharie, NY",36095,626.18
"Hyde, NC",37095,1424
"Wilson, NC",37195,374.29
"Towner, ND",38095,1041.61
"Lucas, OH",39095,560.64
"Marshall, OK",40095,426.98
"Northampton, PA",42095,377.41
"Mellette, SD",46095,1309.87
"Lake, TN",47095,193.81
"Concho, TX",48095,993.75
"Hansford, TX",48195,920.48
"Lipscomb, TX",48295,932.28
"Robertson, TX",48395,865.73
"Winkler, TX",48495,841.29
"James City, VA",51095,179.73
"Wise, VA",51195,404.56
"Emporia, VA",51595,6.96
"Tyler, WV",54095,260.71
"Polk, WI",55095,956.33
"Mobile, AL",1097,1644.14
"Montgomery, AR",5097,800.34
"Sonoma, CA",6097,1768.35
"Pitkin, CO",8097,973.28
"Osceola, FL",12097,1506.49
"Douglas, GA",13097,200.27
"Marion, GA",13197,367.53
"Walton, GA",13297,330.07
"Lake, IL",17097,1368.05
"Will, IL",17197,849.45
"Marion, IN",18097,403.11
"Jackson, IA",19097,649.81
"Wright, IA",19197,582.58
"Kiowa, KS",20097,722.67
"Wabaunsee, KS",20197,799.86
"Harrison, KY",21097,309.89
"Powell, KY",21197,180.21
"St. Landry, LA",22097,938.88
"Mackinac, MI",26097,2100.59
"Morrison, MN",27097,1153.37
"Montgomery, MS",28097,407.9
"Jasper, MO",29097,641.37
"Schuyler, MO",29197,308.18
"Sweet Grass, MT",30097,1862.1
"Johnson, NE",31097,376.84
"Schuyler, NY",36097,346.16
"Iredell, NC",37097,593.42
"Yadkin, NC",37197,337.53
"Traill, ND",38097,862.59
"Madison, OH",39097,465.97
"Mayes, OK",40097,683.55
"Northumberland, PA",42097,477.4
"Miner, SD",46097,572.03
"Lauderdale, TN",47097,507.17
"Cooke, TX",48097,898.87
"Hardeman, TX",48197,697.05
"Live Oak, TX",48297,1078.94
"Rockwall, TX",48397,148.71
"Wise, TX",48497,922.84
"King and Queen, VA",51097,326.35
"Wythe, VA",51197,464.63
"Upshur, WV",54097,354.89
"Portage, WI",55097,822.82
"Prince of Wales-Hyder, AK",2198,12566.41
"Monroe, AL",1099,1034.62
"Nevada, AR",5099,620.83
"Stanislaus, CA",6099,1514.8
"Prowers, CO",8099,1644.46
"Palm Beach, FL",12099,2386.53
"Early, GA",13099,516.31
"Meriwether, GA",13199,505.39
"Ware, GA",13299,906.62
"LaSalle, IL",17099,1148.12
"Williamson, IL",17199,444.4
"Marshall, IN",18099,449.95
"Jasper, IA",19099,732.97
"Labette, KS",20099,653.36
"Wallace, KS",20199,914.12
"Hart, KY",21099,417.93
"Pulaski, KY",21199,677.09
"St. Martin, LA",22099,816.51
"Macomb, MI",26099,569.81
"Mower, MN",27099,711.74
"Neshoba, MS",28099,571.69
"Jefferson, MO",29099,664.12
"Scotland, MO",29199,439.29
"Teton, MT",30099,2292.57
"Kearney, NE",31099,516.15
"Seneca, NY",36099,390.53
"Jackson, NC",37099,494.36
"Yancey, NC",37199,313.13
"Walsh, ND",38099,1294.17
"Mahoning, OH",39099,423.4
"Murray, OK",40099,424.95
"Perry, PA",42099,555.81
"Minnehaha, SD",46099,813.74
"Lawrence, TN",47099,617.96
"Coryell, TX",48099,1056.81
"Hardin, TX",48199,897.43
"Llano, TX",48299,966.25
"Runnels, TX",48399,1057.22
"Wood, TX",48499,695.87
"King George, VA",51099,187.81
"York, VA",51199,215.5
"Wayne, WV",54099,512.23
"Price, WI",55099,1278.57
